id,name,items_0_label,items_1_label,items_2_label,items_3_label,items_4_label,items_5_label,items_0_linkType,items_1_linkType,items_2_linkType,items_3_linkType,items_4_linkType,items_5_linkType,items_0_internalLink_relationTo,items_0_internalLink_id,items_0_externalUrl,items_1_externalUrl,items_2_externalUrl,items_3_externalUrl,items_4_externalUrl,items_5_externalUrl,items_0_dropdownType,items_1_dropdownType,items_2_dropdownType,items_3_dropdownType,items_4_dropdownType,items_5_dropdownType,items_0_simpleLinks_0_label,items_1_simpleLinks_0_label,items_0_simpleLinks_0_linkType,items_1_simpleLinks_0_linkType,items_0_simpleLinks_0_internalLink_relationTo,items_0_simpleLinks_0_internalLink_id,items_0_simpleLinks_0_externalUrl,items_1_simpleLinks_0_externalUrl,items_0_simpleLinks_0_id,items_1_simpleLinks_0_id,items_0_columns_0_title,items_0_columns_0_titleLinkType,items_0_columns_0_titleInternalLink_relationTo,items_0_columns_0_titleInternalLink_id,items_0_columns_0_titleExternalUrl,items_0_columns_0_links_0_label,items_0_columns_0_links_0_linkType,items_0_columns_0_links_0_internalLink_relationTo,items_0_columns_0_links_0_internalLink_id,items_0_columns_0_links_0_externalUrl,items_0_columns_0_links_0_id,items_0_columns_0_id,items_0_id,items_1_id,items_2_id,items_3_id,items_4_id,items_5_id,updatedAt,internalLink_id,internalLink_relationTo,items_1_simpleLinks_1_id,items_1_simpleLinks_1_label,items_1_simpleLinks_1_linkType,items_1_simpleLinks_1_externalUrl,items_1_simpleLinks_2_id,items_1_simpleLinks_2_label,items_1_simpleLinks_2_linkType,items_1_simpleLinks_2_externalUrl,items_2_columns_0_id,items_3_columns_0_id,items_2_columns_0_title,items_3_columns_0_title,items_2_columns_0_titleLinkType,items_3_columns_0_titleLinkType,items_2_columns_0_titleExternalUrl,items_3_columns_0_titleExternalUrl,items_2_columns_0_links_0_id,items_3_columns_0_links_0_id,items_2_columns_0_links_0_label,items_3_columns_0_links_0_label,items_2_columns_0_links_0_linkType,items_3_columns_0_links_0_linkType,items_2_columns_0_links_0_externalUrl,items_3_columns_0_links_0_externalUrl,items_2_columns_0_links_1_id,items_3_columns_0_links_1_id,items_2_columns_0_links_1_label,items_3_columns_0_links_1_label,items_2_columns_0_links_1_linkType,items_3_columns_0_links_1_linkType,items_2_columns_0_links_1_externalUrl,items_3_columns_0_links_1_externalUrl,items_2_columns_0_links_2_id,items_3_columns_0_links_2_id,items_2_columns_0_links_2_label,items_3_columns_0_links_2_label,items_2_columns_0_links_2_linkType,items_3_columns_0_links_2_linkType,items_2_columns_0_links_2_externalUrl,items_3_columns_0_links_2_externalUrl,items_2_columns_0_links_3_id,items_3_columns_0_links_3_id,items_2_columns_0_links_3_label,items_3_columns_0_links_3_label,items_2_columns_0_links_3_linkType,items_3_columns_0_links_3_linkType,items_2_columns_0_links_3_externalUrl,items_3_columns_0_links_3_externalUrl,titleInternalLink_id,titleInternalLink_relationTo,items_2_columns_1_id,items_3_columns_1_id,items_2_columns_1_title,items_3_columns_1_title,items_2_columns_1_titleLinkType,items_3_columns_1_titleLinkType,items_2_columns_1_titleExternalUrl,items_3_columns_1_titleExternalUrl,items_2_columns_1_links_0_id,items_3_columns_1_links_0_id,items_2_columns_1_links_0_label,items_3_columns_1_links_0_label,items_2_columns_1_links_0_linkType,items_3_columns_1_links_0_linkType,items_2_columns_1_links_0_externalUrl,items_3_columns_1_links_0_externalUrl,items_2_columns_1_links_1_id,items_3_columns_1_links_1_id,items_2_columns_1_links_1_label,items_3_columns_1_links_1_label,items_2_columns_1_links_1_linkType,items_3_columns_1_links_1_linkType,items_2_columns_1_links_1_externalUrl,items_3_columns_1_links_1_externalUrl,items_2_columns_2_id,items_3_columns_2_id,items_2_columns_2_title,items_3_columns_2_title,items_2_columns_2_titleLinkType,items_3_columns_2_titleLinkType,items_2_columns_2_titleExternalUrl,items_3_columns_2_titleExternalUrl,items_2_columns_2_links_0_id,items_3_columns_2_links_0_id,items_2_columns_2_links_0_label,items_3_columns_2_links_0_label,items_2_columns_2_links_0_linkType,items_3_columns_2_links_0_linkType,items_2_columns_2_links_0_externalUrl,items_3_columns_2_links_0_externalUrl,items_3_simpleLinks_0_id,items_4_simpleLinks_0_id,items_3_simpleLinks_0_label,items_4_simpleLinks_0_label,items_3_simpleLinks_0_linkType,items_4_simpleLinks_0_linkType,items_3_simpleLinks_0_externalUrl,items_4_simpleLinks_0_externalUrl,items_3_simpleLinks_1_id,items_4_simpleLinks_1_id,items_3_simpleLinks_1_label,items_4_simpleLinks_1_label,items_3_simpleLinks_1_linkType,items_4_simpleLinks_1_linkType,items_3_simpleLinks_1_externalUrl,items_4_simpleLinks_1_externalUrl,items_3_simpleLinks_2_id,items_3_simpleLinks_2_label,items_3_simpleLinks_2_linkType,items_3_simpleLinks_2_externalUrl,items_3_columns_1_links_2_id,items_3_columns_1_links_2_label,items_3_columns_1_links_2_linkType,items_3_columns_1_links_2_externalUrl,items_3_columns_1_links_3_id,items_3_columns_1_links_3_label,items_3_columns_1_links_3_linkType,items_3_columns_1_links_3_externalUrl,items_3_columns_2_links_1_id,items_3_columns_2_links_1_label,items_3_columns_2_links_1_linkType,items_3_columns_2_links_1_externalUrl,items_3_columns_2_links_2_id,items_3_columns_2_links_2_label,items_3_columns_2_links_2_linkType,items_3_columns_2_links_2_externalUrl,items_3_columns_2_links_3_id,items_3_columns_2_links_3_label,items_3_columns_2_links_3_linkType,items_3_columns_2_links_3_externalUrl,createdAt
1,Main,Home,Company Profile,Activities,Featured Packages,Blogs,Contact Us,internal,external,external,external,external,internal,,,,#,#,#,#,,none,simple,mega,mega,simple,none,,About us,,internal,,,,,,69dc828188cd5d6bfd39e6ba,,,,,,,,,,,,,69dc631d2133b8998f96b29b,69dc81e088cd5d6bfd39e6b9,69dc82d988cd5d6bfd39e6bd,69dcb81ae427a59851a0e7f8,69e742aa45bf2c39c9c12460,69dcb7a7e427a59851a0e7f7,2026-05-10T03:17:28.676Z,7,pages,69dc828b88cd5d6bfd39e6bb,Our Team,internal,,69dc829288cd5d6bfd39e6bc,Legal Documents,internal,,69df739c411565a9c900325a,69fff471a1219341a059e0df,Trekking ,Popular Trekkings,internal,none,,,69fff71aa1219341a059e0ee,69fff4eaa1219341a059e0e3,Mardi Himal Trek,Annapurna Trekking,internal,internal,,,69fff77da1219341a059e0f0,69fff47aa1219341a059e0e0,Langtang Valley Trek,Mardi Himal trek,internal,internal,,,69fff781a1219341a059e0f1,69fff495a1219341a059e0e1,Yala Peak Climbing,Langtang Valley Trekking,internal,internal,,,69fff786a1219341a059e0f2,69fff4caa1219341a059e0e2,Annapurna Basecamp Trekking,Yala Peak Climbing,internal,internal,,,6,activities,69df73ec411565a9c900325c,69fff520a1219341a059e0e4,Adventure Sports,Trending Tours,internal,none,#,,69fff827a1219341a059e0f3,69fff52ba1219341a059e0e5,Ultimate Himalayan Bike Adventure,Nepal Cultural & Illam Tea Garden,internal,internal,,,69fff843a1219341a059e0f4,69fff54ba1219341a059e0e6,Upper Mustang Tour,Lamjung Cultural Village Trek,internal,internal,,,69df7462411565a9c900325e,69fff5f2a1219341a059e0e9,Wildlife,Hidden Gems ,internal,none,,,69fff892a1219341a059e0f5,69fff5fda1219341a059e0ea,Chitwan Jungle Safari,Yala Peak Climbing,external,internal,#,,69dcb81ae427a59851a0e7f9,69e742be45bf2c39c9c12461,About us,Travel Guide,internal,internal,,,69dcb81ae427a59851a0e7fa,69e742ce45bf2c39c9c12462,Our Team,Articles,internal,internal,,,69dcb81ae427a59851a0e7fb,Legal Documents,internal,,69fff59fa1219341a059e0e7,Unesco Heritage Sites,internal,,69fff5c3a1219341a059e0e8,Kathmandu Pokhara And Chitwan,internal,,69fff62fa1219341a059e0eb,"Bandipur , Ghalegaun And Gorkha  Tour",internal,,69fff696a1219341a059e0ec,Nepal Cultural And Illam Tea Garden,internal,,69fff6b3a1219341a059e0ed,Lamgung Cultural Village Trek,internal,,2026-04-13T03:29:44.521Z
